0	529.5280918	1158.015544	771.7512553	482.5971405	332.4154028	1217.415295	364.0054945	616.116872	629.3647591	1249.079661	540.3702434	456.9463864	1238.224535	948.4724561	574.8912941	1488.38839	1134.06349	817.4350127	671.1929678	320.1562119	1422.392351	864.0023148	282.3118843	978.6725704	756.6372975	460.1086828	186.0107524	820.0609733
529.5280918	0	730.0684899	572.7128425	388.9730068	572.8001397	1435.444182	860.5230967	620.9669879	359.0264614	1129.690223	837.3768566	466.9047012	967.4709298	769.4153625	796.3039621	1142.322196	817.8630692	819.8780397	272.9468813	228.2542442	1168.417734	1280.82005	650	1086.001842	490.4079934	864.0023148	677.7905281	418.6884283
1158.015544	730.0684899	0	1218.277472	712.5307011	990.2019996	2160.023148	1521.216618	769.0253572	1028.250942	1735.396208	1149.347641	1194.738465	1467.310465	1385.712813	1526.335481	1511.98545	1299.730741	1516.443207	890.2246907	852.3496935	1652.452722	1990.602924	1355.175265	1796.552254	451.7742799	1570.127383	1233.207201	338.3784863
771.7512553	572.7128425	1218.277472	0	930	1009.603883	1006.23059	910.2197537	1160.68945	213.7755833	557.3149917	1271.377206	325.5764119	466.4761516	200	539.3514624	728.3543094	376.4306045	326.4965543	331.2099032	674.7592163	653.911309	1098.954048	648.1512169	614.0032573	1062.308806	778.7810989	957.183368	962.5487001
482.5971405	388.9730068	712.5307011	930	0	282.8427125	1647.543626	841.1896338	233.4523506	721.1102551	1482.733961	499.2995093	724.2237223	1351.480669	1130	984.7842403	1531.012737	1205.404496	1118.257573	659.6969001	272.0294102	1551.934277	1346.17978	735.5270219	1348.517705	278.5677655	936.0555539	523.9274759	393.192065
332.4154028	572.8001397	990.2019996	1009.603883	282.8427125	0	1549.451516	636.5532185	306.1045573	824.6211251	1531.828972	269.2582404	732.4616031	1465.366848	1203.037822	905.2071586	1682.379268	1337.535046	1120.044642	809.9382693	360.5551275	1660.271062	1159.74135	614.6543744	1304.18557	543.3231083	779.3587107	280.1785145	676.0177512
1217.415295	1435.444182	2160.023148	1006.23059	1647.543626	1549.451516	0	992.975327	1825.294497	1148.564321	816.1494961	1718.400419	968.7620967	1141.095964	934.0770846	662.8725368	1421.26704	1208.387355	679.779376	1292.749009	1388.092216	1169.65807	619.8386887	935.2005133	395.6008089	1880.425484	793.0952024	1318.976876	1852.835665
364.0054945	860.5230967	1521.216618	910.2197537	841.1896338	636.5532185	992.975327	0	941.7536833	843.0895563	1260.515767	742.4957912	595.3990259	1351.036639	1039.471019	478.5394446	1633.768649	1286.001555	815.4140053	931.4504818	674.6851117	1508.940025	524.0229003	264.1968963	865.8521814	1118.033989	212.1320344	362.3534186	1182.962383
616.116872	620.9669879	769.0253572	1160.68945	233.4523506	306.1045573	1825.294497	941.7536833	0	953.3624704	1710.730838	382.0994635	937.4433316	1584.92902	1360.588108	1167.775663	1761.391495	1438.36713	1333.641631	892.6925563	491.6299421	1785.385113	1463.864748	893.5882721	1549.516053	326.9556545	1074.476617	586.003413	513.1276644
629.3647591	359.0264614	1028.250942	213.7755833	721.1102551	824.6211251	1148.564321	843.0895563	953.3624704	0	771.038261	1091.650127	261.7250466	641.9501538	411.9465985	580.5170109	865.3323061	514.781507	488.3646179	144.222051	475.394573	839.3449827	1132.166066	581.893461	771.5568676	848.9994111	758.0237463	813.9410298	755.9100476
1249.079661	1129.690223	1735.396208	557.3149917	1482.733961	1531.828972	816.1494961	1260.515767	1710.730838	771.038261	0	1780.842497	800.624756	362.4913792	361.38622	784.9203781	611.3100686	490.4079934	447.2135955	876.4131446	1220.040983	353.5533906	1214.948559	1038.701112	501.1985634	1618.301579	1068.316433	1423.376268	1508.409759
540.3702434	837.3768566	1149.347641	1271.377206	499.2995093	269.2582404	1718.400419	742.4957912	382.0994635	1091.650127	1780.842497	0	980.6120538	1730.780171	1461.642911	1105.486318	1951.332878	1605.521722	1356.244816	1079.120012	629.6824597	1924.162155	1253.99362	805.0465825	1514.001321	700.9279564	926.5527508	400.2499219	870.9190548
456.9463864	466.9047012	1194.738465	325.5764119	724.2237223	732.4616031	968.7620967	595.3990259	937.4433316	261.7250466	800.624756	980.6120538	0	788.1624198	491.934955	340.147027	1053.612832	700.3570518	396.2322551	383.2753579	452.2167622	967.4709298	875.7282684	331.2099032	631.3477647	924.3916919	496.4876635	639.5310782	884.1379983
1238.224535	967.4709298	1467.310465	466.4761516	1351.480669	1465.366848	1141.095964	1351.036639	1584.92902	641.9501538	362.4913792	1730.780171	788.1624198	0	312.409987	918.0958556	300.8321791	167.6305461	586.003413	694.6221995	1116.825859	200.9975124	1435.444182	1096.58561	775.2418977	1430.139853	1192.015101	1423.587019	1288.759093
948.4724561	769.4153625	1385.712813	200	1130	1203.037822	934.0770846	1039.471019	1360.588108	411.9465985	361.38622	1461.642911	491.934955	312.409987	0	609.0155991	605.3924347	292.7456234	294.2787794	515.4609588	873.6704184	477.0744177	1141.79683	787.4642849	541.2947441	1257.179383	880.0568163	1131.459235	1148.259553
574.8912941	796.3039621	1526.335481	539.3514624	984.7842403	905.2071586	662.8725368	478.5394446	1167.775663	580.5170109	784.9203781	1105.486318	340.147027	918.0958556	609.0155991	0	1214.331092	887.6936408	346.554469	715.6814934	726.2231062	1055.509356	561.4267539	300.6659276	410	1220.245877	284.2534081	710.2816343	1206.150903
